split,source_root,original_sample_id,sample_id,group,instance,problem_boxes,number_boxes,answer_boxes,image,label,metadata
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0097_julio_orihuela__areas-de-regiones-planas__resueltos__S11-_reas_de_regiones_planas__p0119,670a2a6a_269a306346f9c41e,julio_orihuela,areas-de-regiones-planas__resueltos,4,4,4,images/train/670a2a6a_269a306346f9c41e.png,labels/train/670a2a6a_269a306346f9c41e.txt,metadata/train/670a2a6a_269a306346f9c41e.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0084_julio_orihuela__areas-de-regiones-planas__propuestos__S11-_reas_de_regiones_planas__p0329,670a2a6a_31700bc9e569f3b3,julio_orihuela,areas-de-regiones-planas__propuestos,6,6,5,images/train/670a2a6a_31700bc9e569f3b3.png,labels/train/670a2a6a_31700bc9e569f3b3.txt,metadata/train/670a2a6a_31700bc9e569f3b3.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0047_aseuni__aseuni-semianual-geometria__semana_1_tri_ngulos__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0005,670a2a6a_32aca1398c7590a3,aseuni,aseuni-semianual-geometria__semana_1_tri_ngulos,8,7,7,images/train/670a2a6a_32aca1398c7590a3.png,labels/train/670a2a6a_32aca1398c7590a3.txt,metadata/train/670a2a6a_32aca1398c7590a3.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0089_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_12_-_semejanz_94e8b432d5__ACADEMIA_NOSTRADAMUS_SEMEST_e79461e0ba,670a2a6a_32af7d4323e76be7,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_12_-_semejanz_94e8b432d5,4,3,4,images/train/670a2a6a_32af7d4323e76be7.png,labels/train/670a2a6a_32af7d4323e76be7.txt,metadata/train/670a2a6a_32af7d4323e76be7.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0094_aseuni__aseuni-semianual-geometria__semana_13_relaciones_m_tricas__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0073,670a2a6a_368f2cf8c754b1b9,aseuni,aseuni-semianual-geometria__semana_13_relaciones_m_tricas,7,7,7,images/train/670a2a6a_368f2cf8c754b1b9.png,labels/train/670a2a6a_368f2cf8c754b1b9.txt,metadata/train/670a2a6a_368f2cf8c754b1b9.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0090_aseuni__aseuni-semianual-geometria__semana_3_congruencia_de_tri_ngulos__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0013,670a2a6a_380eaa4b4dd15a93,aseuni,aseuni-semianual-geometria__semana_3_congruencia_de_tri_ngulos,7,6,6,images/train/670a2a6a_380eaa4b4dd15a93.png,labels/train/670a2a6a_380eaa4b4dd15a93.txt,metadata/train/670a2a6a_380eaa4b4dd15a93.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0073_julio_orihuela__areas-de-regiones-planas__resueltos__S11-_reas_de_regiones_planas_p0142_2,670a2a6a_384cab51cea52ab7,julio_orihuela,areas-de-regiones-planas__resueltos,5,5,5,images/train/670a2a6a_384cab51cea52ab7.png,labels/train/670a2a6a_384cab51cea52ab7.txt,metadata/train/670a2a6a_384cab51cea52ab7.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0051_julio_orihuela__areas-de-regiones-planas__propuestos__S11-_reas_de_regiones_planas__p0309,670a2a6a_391a37c54dafa0b9,julio_orihuela,areas-de-regiones-planas__propuestos,6,5,5,images/train/670a2a6a_391a37c54dafa0b9.png,labels/train/670a2a6a_391a37c54dafa0b9.txt,metadata/train/670a2a6a_391a37c54dafa0b9.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0010_julio_orihuela__areas-de-regiones-planas__propuestos__S11-_reas_de_regiones_planas__p0342,670a2a6a_3c7988234cd9254f,julio_orihuela,areas-de-regiones-planas__propuestos,7,5,5,images/train/670a2a6a_3c7988234cd9254f.png,labels/train/670a2a6a_3c7988234cd9254f.txt,metadata/train/670a2a6a_3c7988234cd9254f.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0030_aseuni__aseuni-semianual-geometria__semana_19_reas_de_regiones_circulares__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0104,670a2a6a_4165839967893ec9,aseuni,aseuni-semianual-geometria__semana_19_reas_de_regiones_circulares,6,5,6,images/train/670a2a6a_4165839967893ec9.png,labels/train/670a2a6a_4165839967893ec9.txt,metadata/train/670a2a6a_4165839967893ec9.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0083_aseuni__aseuni-semianual-geometria__semana_13_relaciones_m_tricas__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0071,670a2a6a_4211c608806576bf,aseuni,aseuni-semianual-geometria__semana_13_relaciones_m_tricas,10,9,9,images/train/670a2a6a_4211c608806576bf.png,labels/train/670a2a6a_4211c608806576bf.txt,metadata/train/670a2a6a_4211c608806576bf.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0002_julio_orihuela__areas-de-regiones-planas__resueltos__S11-_reas_de_regiones_planas_p0147_2,670a2a6a_43ece9fe235f01c1,julio_orihuela,areas-de-regiones-planas__resueltos,5,5,5,images/train/670a2a6a_43ece9fe235f01c1.png,labels/train/670a2a6a_43ece9fe235f01c1.txt,metadata/train/670a2a6a_43ece9fe235f01c1.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0032_julio_orihuela__areas-de-regiones-planas__resueltos__S11-_reas_de_regiones_planas__p0126,670a2a6a_43f755bf04a72b9f,julio_orihuela,areas-de-regiones-planas__resueltos,6,6,6,images/train/670a2a6a_43f755bf04a72b9f.png,labels/train/670a2a6a_43f755bf04a72b9f.txt,metadata/train/670a2a6a_43f755bf04a72b9f.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0003_julio_orihuela__areas-de-regiones-planas__propuestos__S11-_reas_de_regiones_planas__p0306,670a2a6a_4616979aaf538f4a,julio_orihuela,areas-de-regiones-planas__propuestos,5,5,4,images/train/670a2a6a_4616979aaf538f4a.png,labels/train/670a2a6a_4616979aaf538f4a.txt,metadata/train/670a2a6a_4616979aaf538f4a.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0005_julio_orihuela__areas-de-regiones-planas__propuestos__S11-_reas_de_regiones_planas__p0347,670a2a6a_46566b69f7b98943,julio_orihuela,areas-de-regiones-planas__propuestos,7,7,7,images/train/670a2a6a_46566b69f7b98943.png,labels/train/670a2a6a_46566b69f7b98943.txt,metadata/train/670a2a6a_46566b69f7b98943.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0062_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_02_-_triangulos__ACADEMIA_NOSTRADAMUS_SEMESTRAL_2022_-_I__p0005,670a2a6a_49725ebbc84335a0,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_02_-_triangulos,13,12,11,images/train/670a2a6a_49725ebbc84335a0.png,labels/train/670a2a6a_49725ebbc84335a0.txt,metadata/train/670a2a6a_49725ebbc84335a0.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0093_aseuni__aseuni-semianual-geometria__semana_16_reas_de_regiones_triangulares__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0088,670a2a6a_4b4dfd8b20d30dc6,aseuni,aseuni-semianual-geometria__semana_16_reas_de_regiones_triangulares,6,6,6,images/train/670a2a6a_4b4dfd8b20d30dc6.png,labels/train/670a2a6a_4b4dfd8b20d30dc6.txt,metadata/train/670a2a6a_4b4dfd8b20d30dc6.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0082_julio_orihuela__areas-de-regiones-planas__resueltos__S11-_reas_de_regiones_planas__p0094,670a2a6a_5175d4edfcbfc624,julio_orihuela,areas-de-regiones-planas__resueltos,8,6,7,images/train/670a2a6a_5175d4edfcbfc624.png,labels/train/670a2a6a_5175d4edfcbfc624.txt,metadata/train/670a2a6a_5175d4edfcbfc624.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0004_aseuni__aseuni-semianual-geometria__semana_6_cuadril_teros_2__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0030,670a2a6a_5c8b06fae73156ac,aseuni,aseuni-semianual-geometria__semana_6_cuadril_teros_2,8,7,7,images/train/670a2a6a_5c8b06fae73156ac.png,labels/train/670a2a6a_5c8b06fae73156ac.txt,metadata/train/670a2a6a_5c8b06fae73156ac.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0096_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_09_-_circunferencia_ii__ACADEMIA_NOSTRADAMUS_SEMESTRA_c8c0e1cd30,670a2a6a_64b2edd148740a08,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_09_-_circunferencia_ii,8,8,8,images/train/670a2a6a_64b2edd148740a08.png,labels/train/670a2a6a_64b2edd148740a08.txt,metadata/train/670a2a6a_64b2edd148740a08.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0025_aseuni__aseuni-semianual-geometria__semana_18_reas_de_regiones_cuadrangulares__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0099,670a2a6a_65ec69c6e56786a4,aseuni,aseuni-semianual-geometria__semana_18_reas_de_regiones_cuadrangulares,8,8,8,images/train/670a2a6a_65ec69c6e56786a4.png,labels/train/670a2a6a_65ec69c6e56786a4.txt,metadata/train/670a2a6a_65ec69c6e56786a4.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0052_julio_orihuela__areas-de-regiones-planas__propuestos__S11-_reas_de_regiones_planas__p0295,670a2a6a_6a004881dca48f70,julio_orihuela,areas-de-regiones-planas__propuestos,5,5,4,images/train/670a2a6a_6a004881dca48f70.png,labels/train/670a2a6a_6a004881dca48f70.txt,metadata/train/670a2a6a_6a004881dca48f70.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0059_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_15_-_poligonos_regulares__ACADEMIA_NOSTRADAMUS_SEMEST_e5f9026184,670a2a6a_7310374fec4fa600,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_15_-_poligonos_regulares,12,10,11,images/train/670a2a6a_7310374fec4fa600.png,labels/train/670a2a6a_7310374fec4fa600.txt,metadata/train/670a2a6a_7310374fec4fa600.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0020_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_09_-_circunferencia_ii__ACADEMIA_NOSTRADAMUS_SEMESTRA_aba3e9f93e,670a2a6a_78f9b1ddbf6795e6,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_09_-_circunferencia_ii,8,8,8,images/train/670a2a6a_78f9b1ddbf6795e6.png,labels/train/670a2a6a_78f9b1ddbf6795e6.txt,metadata/train/670a2a6a_78f9b1ddbf6795e6.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0019_julio_orihuela__areas-de-regiones-planas__resueltos__S11-_reas_de_regiones_planas__p0135,670a2a6a_7e61c0d03046309d,julio_orihuela,areas-de-regiones-planas__resueltos,5,5,3,images/train/670a2a6a_7e61c0d03046309d.png,labels/train/670a2a6a_7e61c0d03046309d.txt,metadata/train/670a2a6a_7e61c0d03046309d.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0021_julio_orihuela__areas-de-regiones-planas__resueltos__S11-_reas_de_regiones_planas_p0151_2,670a2a6a_81ee47416f63dbc0,julio_orihuela,areas-de-regiones-planas__resueltos,7,7,6,images/train/670a2a6a_81ee47416f63dbc0.png,labels/train/670a2a6a_81ee47416f63dbc0.txt,metadata/train/670a2a6a_81ee47416f63dbc0.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0023_aseuni__aseuni-semianual-geometria__semana_8_circunferencia__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0041,670a2a6a_896d24edb62a2ab9,aseuni,aseuni-semianual-geometria__semana_8_circunferencia,8,7,7,images/train/670a2a6a_896d24edb62a2ab9.png,labels/train/670a2a6a_896d24edb62a2ab9.txt,metadata/train/670a2a6a_896d24edb62a2ab9.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0077_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_13_-_relacion_39c15ef6ca__ACADEMIA_NOSTRADAMUS_SEMEST_2a1e8c8d41,670a2a6a_89b0712f7f8614ef,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_13_-_relacion_39c15ef6ca,5,4,6,images/train/670a2a6a_89b0712f7f8614ef.png,labels/train/670a2a6a_89b0712f7f8614ef.txt,metadata/train/670a2a6a_89b0712f7f8614ef.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0049_julio_orihuela__areas-de-regiones-planas__resueltos__S11-_reas_de_regiones_planas__p0093,670a2a6a_8fa629b7a41cae79,julio_orihuela,areas-de-regiones-planas__resueltos,5,5,4,images/train/670a2a6a_8fa629b7a41cae79.png,labels/train/670a2a6a_8fa629b7a41cae79.txt,metadata/train/670a2a6a_8fa629b7a41cae79.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0036_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_01_-_segmento_c52c37f30e__ACADEMIA_NOSTRADAMUS_SEMEST_5d5afd90ba,670a2a6a_979d4eca6c82f127,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_01_-_segmento_c52c37f30e,9,8,6,images/train/670a2a6a_979d4eca6c82f127.png,labels/train/670a2a6a_979d4eca6c82f127.txt,metadata/train/670a2a6a_979d4eca6c82f127.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0057_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_12_-_semejanz_94e8b432d5__ACADEMIA_NOSTRADAMUS_SEMEST_7a4d216df3,670a2a6a_9c0a381ac58c0f46,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_12_-_semejanz_94e8b432d5,9,9,9,images/train/670a2a6a_9c0a381ac58c0f46.png,labels/train/670a2a6a_9c0a381ac58c0f46.txt,metadata/train/670a2a6a_9c0a381ac58c0f46.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0037_aseuni__aseuni-semianual-geometria__semana_19_reas_de_regiones_circulares__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0101,670a2a6a_9c7a7b8fdc82258e,aseuni,aseuni-semianual-geometria__semana_19_reas_de_regiones_circulares,8,8,8,images/train/670a2a6a_9c7a7b8fdc82258e.png,labels/train/670a2a6a_9c7a7b8fdc82258e.txt,metadata/train/670a2a6a_9c7a7b8fdc82258e.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0018_julio_orihuela__areas-de-regiones-planas__resueltos__S11-_reas_de_regiones_planas__p0099,670a2a6a_9cf0ddfc81e7e19e,julio_orihuela,areas-de-regiones-planas__resueltos,6,5,5,images/train/670a2a6a_9cf0ddfc81e7e19e.png,labels/train/670a2a6a_9cf0ddfc81e7e19e.txt,metadata/train/670a2a6a_9cf0ddfc81e7e19e.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0014_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_06_-_poligonos__ACADEMIA_NOSTRADAMUS_SEMESTRAL_2022_-_I__p0017,670a2a6a_9d867089affe8c92,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_06_-_poligonos,9,9,9,images/train/670a2a6a_9d867089affe8c92.png,labels/train/670a2a6a_9d867089affe8c92.txt,metadata/train/670a2a6a_9d867089affe8c92.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0042_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_17_-_areas_de_863364424f__ACADEMIA_NOSTRADAMUS_SEMEST_2577d1aba4,670a2a6a_a26cbc79dae7aa38,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_17_-_areas_de_863364424f,4,3,4,images/train/670a2a6a_a26cbc79dae7aa38.png,labels/train/670a2a6a_a26cbc79dae7aa38.txt,metadata/train/670a2a6a_a26cbc79dae7aa38.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0068_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_08_-_circunferencia_i__ACADEMIA_NOSTRADAMUS_SEMESTRAL_1e670f5240,670a2a6a_a54bb88617a77749,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_08_-_circunferencia_i,9,9,9,images/train/670a2a6a_a54bb88617a77749.png,labels/train/670a2a6a_a54bb88617a77749.txt,metadata/train/670a2a6a_a54bb88617a77749.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0009_aseuni__aseuni-semianual-geometria__semana_15_pol_gonos_regulares__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0080,670a2a6a_ab4f186e1bd5f8ab,aseuni,aseuni-semianual-geometria__semana_15_pol_gonos_regulares,9,9,9,images/train/670a2a6a_ab4f186e1bd5f8ab.png,labels/train/670a2a6a_ab4f186e1bd5f8ab.txt,metadata/train/670a2a6a_ab4f186e1bd5f8ab.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0092_julio_orihuela__areas-de-regiones-planas__propuestos__S11-_reas_de_regiones_planas__p0299,670a2a6a_ac834334994741d6,julio_orihuela,areas-de-regiones-planas__propuestos,6,6,6,images/train/670a2a6a_ac834334994741d6.png,labels/train/670a2a6a_ac834334994741d6.txt,metadata/train/670a2a6a_ac834334994741d6.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0085_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_17_-_areas_de_863364424f__ACADEMIA_NOSTRADAMUS_SEMEST_ba6994de14,670a2a6a_b14e6603d5bac8bc,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_17_-_areas_de_863364424f,12,10,10,images/train/670a2a6a_b14e6603d5bac8bc.png,labels/train/670a2a6a_b14e6603d5bac8bc.txt,metadata/train/670a2a6a_b14e6603d5bac8bc.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0001_julio_orihuela__areas-de-regiones-planas__propuestos__S11-_reas_de_regiones_planas__p0348,670a2a6a_b2b9c25ce5ff5c8f,julio_orihuela,areas-de-regiones-planas__propuestos,6,5,5,images/train/670a2a6a_b2b9c25ce5ff5c8f.png,labels/train/670a2a6a_b2b9c25ce5ff5c8f.txt,metadata/train/670a2a6a_b2b9c25ce5ff5c8f.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0034_aseuni__aseuni-semianual-geometria__semana_4_aplicaciones_de_congruencia__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0022,670a2a6a_b4018c7894047244,aseuni,aseuni-semianual-geometria__semana_4_aplicaciones_de_congruencia,6,6,6,images/train/670a2a6a_b4018c7894047244.png,labels/train/670a2a6a_b4018c7894047244.txt,metadata/train/670a2a6a_b4018c7894047244.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0066_julio_orihuela__areas-de-regiones-planas__resueltos__S11-_reas_de_regiones_planas__p0096,670a2a6a_b4175fb7e2689dc8,julio_orihuela,areas-de-regiones-planas__resueltos,8,6,6,images/train/670a2a6a_b4175fb7e2689dc8.png,labels/train/670a2a6a_b4175fb7e2689dc8.txt,metadata/train/670a2a6a_b4175fb7e2689dc8.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0061_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_04_-_congruen_d094a6021d__ACADEMIA_NOSTRADAMUS_SEMEST_b4d2eb04d5,670a2a6a_b7130b3193c6c3ff,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_04_-_congruen_d094a6021d,6,6,6,images/train/670a2a6a_b7130b3193c6c3ff.png,labels/train/670a2a6a_b7130b3193c6c3ff.txt,metadata/train/670a2a6a_b7130b3193c6c3ff.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0012_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_16_-_areas_de_fa52d2f409__ACADEMIA_NOSTRADAMUS_SEMEST_1441e59683,670a2a6a_bb018566cd85cc7d,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_16_-_areas_de_fa52d2f409,2,2,2,images/train/670a2a6a_bb018566cd85cc7d.png,labels/train/670a2a6a_bb018566cd85cc7d.txt,metadata/train/670a2a6a_bb018566cd85cc7d.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0033_julio_orihuela__areas-de-regiones-planas__resueltos__S11-_reas_de_regiones_planas_p0148_2,670a2a6a_bb47e31ed9639810,julio_orihuela,areas-de-regiones-planas__resueltos,5,5,4,images/train/670a2a6a_bb47e31ed9639810.png,labels/train/670a2a6a_bb47e31ed9639810.txt,metadata/train/670a2a6a_bb47e31ed9639810.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0015_aseuni__aseuni-semianual-geometria__semana_9_circunferencia_2__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0047,670a2a6a_bdeaa803714aaf01,aseuni,aseuni-semianual-geometria__semana_9_circunferencia_2,6,6,6,images/train/670a2a6a_bdeaa803714aaf01.png,labels/train/670a2a6a_bdeaa803714aaf01.txt,metadata/train/670a2a6a_bdeaa803714aaf01.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0071_aseuni__aseuni-semianual-geometria__semana_17_relaciones_de_reas__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0093,670a2a6a_bea3d6fa607eca25,aseuni,aseuni-semianual-geometria__semana_17_relaciones_de_reas,12,10,11,images/train/670a2a6a_bea3d6fa607eca25.png,labels/train/670a2a6a_bea3d6fa607eca25.txt,metadata/train/670a2a6a_bea3d6fa607eca25.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0007_aseuni__aseuni-semianual-geometria__semana_15_pol_gonos_regulares__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0082,670a2a6a_c1a1dd6341580d1d,aseuni,aseuni-semianual-geometria__semana_15_pol_gonos_regulares,11,9,7,images/train/670a2a6a_c1a1dd6341580d1d.png,labels/train/670a2a6a_c1a1dd6341580d1d.txt,metadata/train/670a2a6a_c1a1dd6341580d1d.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0078_aseuni__aseuni-semianual-geometria__semana_9_circunferencia_2__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0051,670a2a6a_c8220d1e1c74160d,aseuni,aseuni-semianual-geometria__semana_9_circunferencia_2,2,2,2,images/train/670a2a6a_c8220d1e1c74160d.png,labels/train/670a2a6a_c8220d1e1c74160d.txt,metadata/train/670a2a6a_c8220d1e1c74160d.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0008_aseuni__aseuni-semianual-geometria__semana_1_tri_ngulos__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0003,670a2a6a_c8c6049ffeaf5344,aseuni,aseuni-semianual-geometria__semana_1_tri_ngulos,10,8,8,images/train/670a2a6a_c8c6049ffeaf5344.png,labels/train/670a2a6a_c8c6049ffeaf5344.txt,metadata/train/670a2a6a_c8c6049ffeaf5344.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0031_julio_orihuela__areas-de-regiones-planas__resueltos__S11-_reas_de_regiones_planas__p0115,670a2a6a_cb57af2d18b6f284,julio_orihuela,areas-de-regiones-planas__resueltos,5,5,5,images/train/670a2a6a_cb57af2d18b6f284.png,labels/train/670a2a6a_cb57af2d18b6f284.txt,metadata/train/670a2a6a_cb57af2d18b6f284.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0098_julio_orihuela__areas-de-regiones-planas__propuestos__S11-_reas_de_regiones_planas__p0346,670a2a6a_d098da2c50061fb2,julio_orihuela,areas-de-regiones-planas__propuestos,7,7,7,images/train/670a2a6a_d098da2c50061fb2.png,labels/train/670a2a6a_d098da2c50061fb2.txt,metadata/train/670a2a6a_d098da2c50061fb2.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0058_aseuni__aseuni-semianual-geometria__semana_8_circunferencia__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0040,670a2a6a_d10874de79d6dfef,aseuni,aseuni-semianual-geometria__semana_8_circunferencia,9,6,7,images/train/670a2a6a_d10874de79d6dfef.png,labels/train/670a2a6a_d10874de79d6dfef.txt,metadata/train/670a2a6a_d10874de79d6dfef.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0041_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_03_-_triangulos_ii__ACADEMIA_NOSTRADAMUS_SEMESTRAL_20_732a7f6b21,670a2a6a_d28c99b53a6065f3,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_03_-_triangulos_ii,11,11,11,images/train/670a2a6a_d28c99b53a6065f3.png,labels/train/670a2a6a_d28c99b53a6065f3.txt,metadata/train/670a2a6a_d28c99b53a6065f3.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0038_aseuni__aseuni-semianual-geometria__semana_10_proporcionalidad_de_segmentos__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0053,670a2a6a_d9f103961f620f43,aseuni,aseuni-semianual-geometria__semana_10_proporcionalidad_de_segmentos,10,8,8,images/train/670a2a6a_d9f103961f620f43.png,labels/train/670a2a6a_d9f103961f620f43.txt,metadata/train/670a2a6a_d9f103961f620f43.json
